Gene1	Gene2	Score
12	23	0.0956956378585668
12	4	0.0956956378585651
31	23	0.0956956378585636
31	4	0.0956956378585616
23	21	-0.0948939657889269
4	21	-0.0948939657889193
23	2	-0.0948939657889182
4	2	-0.0948939657889109
38	21	-0.0945509928019699
19	21	-0.0945509928019699
38	2	-0.0945509928019649
19	2	-0.0945509928019649
17	2	-0.0943708133851773
36	2	-0.0943708133851772
36	21	-0.0943708133851765
17	21	-0.0943708133851765
21	19	-0.093684460735634
21	38	-0.0936844607356339
2	19	-0.093684460735632
2	38	-0.0936844607356319
25	3	0.093297978982949
25	22	0.0932979789829489
6	3	0.0932979789829485
6	22	0.0932979789829485
25	36	-0.0932744444117363
25	17	-0.0932744444117326
6	36	-0.0932744444117292
6	17	-0.0932744444117257
23	29	0.0929621692046613
4	29	0.0929621692046612
23	10	0.0929621692046609
4	10	0.0929621692046607
12	29	0.0924798980674412
12	10	0.092479898067441
31	29	0.0924798980674383
31	10	0.0924798980674382
26	25	0.0923735864166086
7	25	0.0923735864166085
7	6	0.0923735864166072
26	6	0.0923735864166071
10	12	0.0910189398874072
29	12	0.0910189398874072
10	31	0.0910189398874054
29	31	0.0910189398874054
23	9	0.0903593154393175
23	28	0.0903593154393164
4	9	0.0903593154393147
4	28	0.0903593154393135
14	21	-0.0903070177617552
33	21	-0.090307017761755
14	2	-0.0903070177617533
33	2	-0.0903070177617531
15	31	-0.0896005935355501
34	31	-0.0896005935355501
34	12	-0.0896005935355478
15	12	-0.0896005935355477
14	31	-0.0893571642203609
33	31	-0.0893571642203609
14	12	-0.0893571642203558
33	12	-0.0893571642203558
25	30	-0.088935503495604
25	11	-0.0889355034956038
6	30	-0.0889355034955994
6	11	-0.0889355034955993
2	29	0.0888310113711843
2	10	0.0888310113711843
21	29	0.0888310113711815
21	10	0.0888310113711814
36	4	-0.0887434545681186
17	4	-0.0887434545681184
36	23	-0.0887434545681168
17	23	-0.0887434545681168
25	15	-0.0878480904472546
25	34	-0.0878480904472544
6	34	-0.0878480904472485
6	15	-0.0878480904472484
4	3	0.0878355015738153
4	22	0.0878355015738153
23	3	0.0878355015738131
23	22	0.087835501573813
32	12	0.0868174043663655
13	12	0.0868174043663655
32	31	0.0868174043663637
13	31	0.0868174043663637
25	33	-0.0862626160007829
25	14	-0.0862626160007827
6	33	-0.0862626160007776
6	14	-0.0862626160007773
8	31	-0.0857375349108064
27	31	-0.0857375349108062
8	12	-0.0857375349108057
27	12	-0.0857375349108054
23	20	0.0855323189964732
23	1	0.0855323189964724
4	20	0.0855323189964718
4	1	0.085532318996471
4	30	-0.0840894755874955
4	11	-0.0840894755874955
23	30	-0.0840894755874933
23	11	-0.0840894755874932
7	31	0.0837640156460418
26	31	0.0837640156460418
7	12	0.0837640156460397
26	12	0.0837640156460396
4	17	-0.0837294574864115
4	36	-0.0837294574864114
23	17	-0.0837294574864102
23	36	-0.0837294574864102
10	2	0.0814619994911405
29	2	0.0814619994911405
10	21	0.0814619994911369
29	21	0.0814619994911368
31	27	-0.0800489894239441
31	8	-0.0800489894239439
12	27	-0.0800489894239418
12	8	-0.0800489894239413
25	35	0.0789838982504857
25	16	0.0789838982504856
6	35	0.078983898250481
6	16	0.0789838982504808
32	21	0.0780253034753724
13	21	0.0780253034753724
32	2	0.078025303475371
13	2	0.0780253034753709
33	25	0.076797173713114
14	25	0.076797173713114
33	6	0.0767971737131135
14	6	0.0767971737131133
24	21	0.0763108975144517
5	21	0.0763108975144516
24	2	0.0763108975144488
5	2	0.0763108975144488
31	32	-0.0762438790319031
31	13	-0.0762438790319029
12	32	-0.0762438790319013
12	13	-0.0762438790319012
13	25	0.0751821225216207
32	25	0.0751821225216206
13	6	0.0751821225216157
32	6	0.0751821225216156
2	36	-0.0742991895640027
21	36	-0.0742991895640027
21	17	-0.0742991895640021
2	17	-0.074299189564002
34	21	-0.0732195951106173
15	21	-0.0732195951106173
15	2	-0.0732195951106104
34	2	-0.0732195951106104
17	31	-0.0720372921689951
36	31	-0.072037292168995
36	12	-0.072037292168992
17	12	-0.072037292168992
23	8	-0.0710250070793
23	27	-0.0710250070793
4	8	-0.0710250070792995
4	27	-0.0710250070792995
11	6	0.0709482425493373
30	6	0.0709482425493371
11	25	0.0709482425493343
30	25	0.070948242549334
22	21	0.0706200292516547
3	21	0.0706200292516547
22	2	0.0706200292516518
3	2	0.0706200292516518
34	25	0.0675529956230521
15	25	0.0675529956230521
34	6	0.0675529956230515
15	6	0.0675529956230513
29	6	-0.0673060255001424
10	6	-0.0673060255001424
29	25	-0.0673060255001363
10	25	-0.0673060255001362
35	21	0.0672819460521287
16	21	0.0672819460521284
35	2	0.0672819460521245
16	2	0.0672819460521243
31	30	0.0656214543876759
31	11	0.0656214543876757
12	11	0.0656214543876729
12	30	0.0656214543876728
22	25	-0.0653565384877491
3	25	-0.065356538487749
22	6	-0.0653565384877473
3	6	-0.0653565384877473
30	31	-0.0652302794718225
11	31	-0.0652302794718224
11	12	-0.0652302794718218
30	12	-0.0652302794718218
12	36	-0.0612271348684342
12	17	-0.0612271348684333
31	36	-0.0612271348684313
31	17	-0.0612271348684301
5	25	-0.0611473630704517
24	25	-0.0611473630704517
5	6	-0.06114736307045
24	6	-0.06114736307045
23	16	0.060912904512013
23	35	0.0609129045120129
4	16	0.0609129045120116
4	35	0.0609129045120114
31	33	0.0602323747265983
31	14	0.0602323747265981
12	33	0.0602323747265968
12	14	0.0602323747265966
2	3	0.059797146987625
2	22	0.0597971469876249
21	3	0.0597971469876198
21	22	0.0597971469876197
17	6	0.0590196717428003
36	6	0.0590196717428003
17	25	0.0590196717427979
36	25	0.0590196717427978
21	14	0.0584569568139223
21	33	0.0584569568139222
2	33	0.0584569568139169
2	14	0.0584569568139169
21	11	0.0584558404769688
21	30	0.0584558404769685
2	11	0.0584558404769607
2	30	0.0584558404769606
23	33	-0.0559441808388182
23	14	-0.0559441808388181
4	33	-0.0559441808388167
4	14	-0.0559441808388166
31	22	-0.0553610978856779
31	3	-0.0553610978856779
12	22	-0.0553610978856727
12	3	-0.0553610978856726
21	15	0.0546299596110936
21	34	0.0546299596110934
2	15	0.0546299596110873
2	34	0.0546299596110871
21	24	-0.0530004000804246
21	5	-0.0530004000804246
2	24	-0.0530004000804198
2	5	-0.0530004000804197
16	25	-0.0520656073094617
35	25	-0.0520656073094616
16	6	-0.0520656073094615
35	6	-0.0520656073094614
31	24	-0.0508466200972566
31	5	-0.0508466200972565
12	5	-0.0508466200972534
12	24	-0.0508466200972534
4	34	-0.0475732113755619
4	15	-0.0475732113755618
23	34	-0.0475732113755611
23	15	-0.0475732113755609
21	35	-0.0472797366724761
21	16	-0.047279736672476
2	35	-0.0472797366724687
2	16	-0.0472797366724685
12	34	0.044118740540422
12	15	0.044118740540422
31	34	0.0441187405404218
31	15	0.0441187405404217
31	35	-0.0315041838992131
31	16	-0.0315041838992131
12	35	-0.0315041838992091
12	16	-0.0315041838992091
