Parent	Type	Child	Weight	Probability	Score
33	+	17	0.044762	0.367479	0.030358
34	-	17	-0.031473	0.210053	-0.012201
35	-	17	-0.018484	0.131917	-0.004500
36	+	17	0.354091	1.000000	0.653503
37	+	17	0.021030	0.318172	0.012349
38	+	17	0.021097	0.178565	0.006953
1	+	18	0.052995	0.944871	0.092415
2	+	18	0.008540	0.442301	0.006971
3	+	18	0.000370	0.099742	0.000068
4	-	18	-0.016627	0.459588	-0.014103
5	+	18	0.000275	0.097117	0.000049
6	+	18	0.013631	0.458716	0.011540
7	+	18	0.005464	0.140035	0.001412
8	+	18	0.003910	0.064659	0.000467
9	+	18	0.031825	0.613210	0.036017
10	+	18	0.003801	0.129381	0.000908
11	-	18	-0.000640	0.071587	-0.000085
12	-	18	-0.006163	0.408393	-0.004645
13	+	18	0.001455	0.094270	0.000253
14	+	18	0.004189	0.109641	0.000848
15	+	18	0.000251	0.070592	0.000033
16	-	18	-0.000018	0.069524	-0.000002
17	+	18	0.000271	0.053299	0.000027
18	+	18	0.080836	0.990376	0.147753
19	+	18	0.001411	0.109739	0.000286
20	+	18	0.037305	0.998399	0.068740
21	-	18	-0.005511	0.311405	-0.003167
22	-	18	-0.009690	0.257509	-0.004605
23	-	18	-0.043716	0.999385	-0.080633
24	-	18	-0.007854	0.193091	-0.002799
25	-	18	-0.000811	0.267577	-0.000401
26	+	18	0.005799	0.176152	0.001885
27	+	18	0.008716	0.172668	0.002778
28	+	18	0.021067	0.842960	0.032774
29	+	18	0.010894	0.393853	0.007918
30	-	18	-0.009752	0.214914	-0.003868
31	-	18	-0.024238	0.914495	-0.040908
32	+	18	0.002001	0.115294	0.000426
33	+	18	0.010743	0.308753	0.006122
34	-	18	-0.004114	0.113827	-0.000864
35	-	18	-0.002140	0.099698	-0.000394
36	-	18	-0.001389	0.094807	-0.000243
37	+	18	0.038368	0.998171	0.070682
38	-	18	-0.006658	0.179516	-0.002206
1	+	19	0.067144	0.280226	0.034726
2	+	19	0.069724	0.462652	0.059534
3	+	19	0.147107	0.925677	0.251318
4	+	19	0.013771	0.409781	0.010415
5	+	19	0.064724	0.096147	0.011485
6	+	19	0.087022	0.477221	0.076644
7	+	19	0.201508	0.999360	0.371661
8	+	19	0.005915	0.039552	0.000432
9	+	19	0.041620	0.256359	0.019692
10	+	19	0.094196	0.098553	0.017133
11	+	19	0.058764	0.168322	0.018255
12	+	19	0.124538	0.507909	0.116740
13	+	19	0.019416	0.076794	0.002752
14	+	19	0.180927	0.999924	0.333890
15	+	19	0.166076	0.997816	0.305838
16	+	19	0.228402	1.000000	0.421534
17	+	19	0.048575	0.145971	0.013086
18	+	19	0.037803	0.320768	0.022379
19	+	19	0.350265	1.000000	0.646443
20	+	19	0.045400	0.179615	0.015050
21	-	19	-0.051929	0.653388	-0.062620
22	+	19	0.071051	0.006820	0.000894
23	-	19	-0.123547	0.990122	-0.225764
24	+	19	0.029210	0.039499	0.002129
25	-	19	-0.034545	0.483815	-0.030846
26	+	19	0.089399	0.000169	0.000028
27	+	19	0.001389	0.089273	0.000229
28	-	19	-0.004267	0.228551	-0.001800
29	+	19	0.068829	0.002242	0.000285
30	+	19	0.072951	0.088333	0.011893
31	+	19	0.002379	0.250170	0.001098
32	+	19	0.003018	0.103503	0.000576
33	+	19	0.095987	0.093980	0.016649
34	+	19	0.079920	0.036394	0.005368
35	+	19	0.092762	0.019791	0.003388
36	+	19	0.049380	0.091413	0.008331
37	-	19	-0.047458	0.562382	-0.049257
38	+	19	0.127814	0.000102	0.000024
1	-	20	-0.015371	0.290551	-0.008243
2	-	20	-0.031621	0.501769	-0.029282
3	-	20	-0.020044	0.498955	-0.018457
4	-	20	-0.045109	0.550737	-0.045850
5	-	20	-0.019757	0.506980	-0.018486
6	-	20	-0.034665	0.511306	-0.032712
7	-	20	-0.030074	0.872317	-0.048417
8	-	20	-0.005893	0.072497	-0.000788
9	-	20	-0.017576	0.314531	-0.010203
10	-	20	-0.023555	0.666046	-0.028955
11	-	20	-0.010492	0.132176	-0.002559
12	-	20	-0.053304	0.594365	-0.058472
13	-	20	-0.021613	0.587501	-0.023435
14	-	20	-0.015209	0.222080	-0.006234
15	-	20	-0.013398	0.216947	-0.005364
16	-	20	-0.040076	0.999951	-0.073959
17	-	20	-0.004726	0.073849	-0.000644
18	-	20	-0.039433	0.485405	-0.035326
19	-	20	-0.041315	0.997872	-0.076087
20	+	20	0.170254	1.000000	0.314217
21	+	20	0.180449	1.000000	0.333034
22	+	20	0.049653	0.027030	0.002477
23	+	20	0.105406	1.000000	0.194536
24	+	20	0.021939	0.008254	0.000334
25	+	20	0.157180	1.000000	0.290088
26	+	20	0.055870	0.006083	0.000627
27	+	20	0.031251	0.167872	0.009682
28	+	20	0.149231	1.000000	0.275417
29	+	20	0.051177	0.008623	0.000814
30	-	20	-0.007231	0.212862	-0.002841
31	+	20	0.085738	0.999997	0.158235
32	+	20	0.040517	0.003233	0.000242
33	+	20	0.044290	0.233404	0.019078
34	+	20	0.008107	0.053983	0.000808
35	+	20	0.011917	0.023655	0.000520
36	+	20	0.013107	0.070918	0.001715
37	+	20	0.073547	0.999811	0.135711
38	+	20	0.040208	0.000243	0.000018
1	-	21	-0.054496	0.999829	-0.100559
2	-	21	-0.055442	0.961718	-0.098406
3	-	21	-0.039555	1.000000	-0.073001
4	-	21	-0.058204	0.981437	-0.105427
5	-	21	-0.046172	1.000000	-0.085214
6	-	21	-0.055588	0.963280	-0.098825
7	-	21	-0.047773	1.000000	-0.088168
8	-	21	-0.003301	0.074631	-0.000455
9	-	21	-0.057810	0.999897	-0.106683
10	-	21	-0.038562	1.000000	-0.071169
11	-	21	-0.006444	0.173475	-0.002063
12	-	21	-0.053240	0.968162	-0.095130
13	-	21	-0.039287	1.000000	-0.072507
14	-	21	-0.018179	0.953498	-0.031990
15	-	21	-0.022934	0.997564	-0.042223
16	-	21	-0.026290	0.999506	-0.048497
17	-	21	-0.011059	0.382806	-0.007813
18	-	21	-0.040908	0.944021	-0.071273
19	-	21	-0.045030	1.000000	-0.083106
20	+	21	0.055118	1.000000	0.101725
21	+	21	0.095057	1.000000	0.175436
22	+	21	0.046963	1.000000	0.086674
23	+	21	0.079071	1.000000	0.145932
24	+	21	0.048833	1.000000	0.090124
25	+	21	0.092516	1.000000	0.170745
26	+	21	0.053506	1.000000	0.098750
27	+	21	0.007280	0.178099	0.002393
28	+	21	0.057646	1.000000	0.106390
29	+	21	0.045072	1.000000	0.083185
30	+	21	0.005966	0.141310	0.001556
31	+	21	0.082698	1.000000	0.152626
32	+	21	0.044278	1.000000	0.081719
33	+	21	0.019455	0.980143	0.035192
34	+	21	0.024219	0.999226	0.044664
35	+	21	0.031657	0.999995	0.058426
36	+	21	0.018899	0.984234	0.034329
37	+	21	0.077541	1.000000	0.143107
38	+	21	0.053270	1.000000	0.098314
1	+	22	0.029746	0.241837	0.013276
2	+	22	0.028156	0.436915	0.022704
3	+	22	0.057310	0.533287	0.056406
4	-	22	-0.013143	0.409474	-0.009932
5	+	22	0.004782	0.140784	0.001243
6	+	22	0.012666	0.428939	0.010027
7	-	22	-0.023187	0.129091	-0.005524
8	-	22	-0.064882	0.294213	-0.035230
9	+	22	0.031034	0.262932	0.015060
10	-	22	-0.021489	0.158210	-0.006275
11	-	22	-0.114846	0.965827	-0.204714
12	+	22	0.026273	0.407652	0.019767
13	-	22	-0.019630	0.134180	-0.004861
14	-	22	-0.118175	0.976246	-0.212920
15	-	22	-0.003419	0.139486	-0.000880
16	-	22	-0.003458	0.145663	-0.000930
17	-	22	-0.012867	0.075558	-0.001794
18	-	22	-0.170705	0.629105	-0.198200
19	+	22	0.000057	0.182327	0.000019
20	+	22	0.178345	0.999762	0.329072
21	+	22	0.118853	0.979496	0.214856
22	+	22	0.432434	1.000000	0.798092
23	+	22	0.055333	0.564155	0.057612
24	+	22	0.176629	1.000000	0.325983
25	+	22	0.093410	0.899123	0.155005
26	+	22	0.007953	0.135592	0.001990
27	-	22	-0.191137	1.000000	-0.352758
28	+	22	0.172668	0.999585	0.318540
29	+	22	0.151158	0.999997	0.278973
30	-	22	-0.139927	0.999969	-0.258238
31	+	22	0.118722	0.977004	0.214072
32	+	22	0.105412	0.979956	0.190647
33	-	22	-0.125865	0.999414	-0.232158
34	+	22	0.159325	1.000000	0.294047
35	+	22	0.173551	1.000000	0.320301
36	-	22	-0.022409	0.123466	-0.005106
37	-	22	-0.176582	0.998984	-0.325565
38	+	22	0.199478	1.000000	0.368153
1	-	23	-0.050572	0.996954	-0.093051
2	-	23	-0.059597	0.958995	-0.105482
3	-	23	-0.044460	1.000000	-0.082055
4	-	23	-0.059518	0.970618	-0.106617
5	-	23	-0.043103	1.000000	-0.079550
6	-	23	-0.060010	0.961544	-0.106494
7	-	23	-0.047567	1.000000	-0.087789
8	-	23	-0.005303	0.103960	-0.001017
9	-	23	-0.064361	0.999951	-0.118777
10	-	23	-0.042987	1.000000	-0.079335
11	-	23	-0.006204	0.150500	-0.001723
12	-	23	-0.052578	0.942749	-0.091482
13	-	23	-0.037342	0.999994	-0.068917
14	-	23	-0.014852	0.718447	-0.019692
15	-	23	-0.013442	0.641778	-0.015921
16	-	23	-0.018611	0.940906	-0.032318
17	-	23	-0.009833	0.267303	-0.004851
18	-	23	-0.061651	0.997610	-0.113510
19	-	23	-0.049092	1.000000	-0.090603
20	+	23	0.060913	1.000000	0.112420
21	+	23	0.100622	1.000000	0.185705
22	+	23	0.048736	1.000000	0.089946
23	+	23	0.087690	1.000000	0.161838
24	+	23	0.048879	1.000000	0.090210
25	+	23	0.097509	1.000000	0.179961
26	+	23	0.055211	1.000000	0.101896
27	-	23	-0.000238	0.106694	-0.000047
28	+	23	0.060216	1.000000	0.111134
29	+	23	0.047749	1.000000	0.088125
30	+	23	0.005189	0.119786	0.001147
31	+	23	0.096102	1.000000	0.177365
32	+	23	0.046010	1.000000	0.084915
33	+	23	0.017159	0.841838	0.026659
34	+	23	0.015983	0.730529	0.021549
35	+	23	0.023655	0.991866	0.043302
36	+	23	0.015135	0.744388	0.020793
37	+	23	0.065241	1.000000	0.120407
38	+	23	0.056286	1.000000	0.103881
1	+	24	0.006620	0.212696	0.002599
2	-	24	-0.126026	0.531248	-0.123564
3	+	24	0.014060	0.177910	0.004616
4	-	24	-0.191386	0.630035	-0.222539
5	+	24	0.029388	0.237578	0.012886
6	+	24	0.053001	0.448072	0.043830
7	-	24	-0.023665	0.173416	-0.007574
8	-	24	-0.077091	0.360179	-0.051245
9	+	24	0.012661	0.234414	0.005477
10	-	24	-0.012571	0.108978	-0.002528
11	-	24	-0.127499	0.977019	-0.229903
12	+	24	0.080631	0.453009	0.067413
13	-	24	-0.024552	0.153542	-0.006957
14	-	24	-0.108308	0.898950	-0.179691
15	-	24	-0.004425	0.090929	-0.000743
16	-	24	-0.018482	0.132245	-0.004511
17	-	24	-0.035305	0.125247	-0.008161
18	-	24	-0.056513	0.340582	-0.035523
19	-	24	-0.011998	0.186650	-0.004133
20	+	24	0.105283	0.882047	0.171389
21	-	24	-0.035132	0.418646	-0.027145
22	+	24	0.291712	1.000000	0.538377
23	-	24	-0.089545	0.826210	-0.136542
24	+	24	0.361758	1.000000	0.667653
25	+	24	0.203676	0.999948	0.375881
26	+	24	0.146661	0.999913	0.270651
27	-	24	-0.188637	1.000000	-0.348144
28	+	24	0.127461	0.972151	0.228688
29	+	24	0.053684	0.305342	0.030253
30	-	24	-0.134041	0.999430	-0.247243
31	+	24	0.304106	1.000000	0.561252
32	+	24	0.147776	0.999919	0.272710
33	-	24	-0.119934	0.995955	-0.220452
34	+	24	0.050004	0.235987	0.021778
35	+	24	0.143824	0.999965	0.265429
36	-	24	-0.073500	0.449577	-0.060986
37	-	24	-0.017662	0.302212	-0.009851
38	+	24	0.204743	1.000000	0.377870
1	-	25	-0.052189	0.999470	-0.096267
2	-	25	-0.055098	0.957042	-0.097319
3	-	25	-0.040082	1.000000	-0.073975
4	-	25	-0.046536	0.921066	-0.079106
5	-	25	-0.041514	1.000000	-0.076617
6	-	25	-0.052870	0.947461	-0.092449
7	-	25	-0.045374	1.000000	-0.083741
8	-	25	-0.003792	0.078533	-0.000550
9	-	25	-0.058132	0.999886	-0.107275
10	-	25	-0.038738	1.000000	-0.071494
11	-	25	-0.010774	0.467103	-0.009288
12	-	25	-0.050485	0.951584	-0.088662
13	-	25	-0.039064	1.000000	-0.072096
14	-	25	-0.017527	0.938877	-0.030370
15	-	25	-0.020493	0.968719	-0.036638
16	-	25	-0.021907	0.990825	-0.040061
17	-	25	-0.010436	0.334062	-0.006434
18	-	25	-0.049678	0.986506	-0.090448
19	-	25	-0.045679	1.000000	-0.084304
20	+	25	0.053675	1.000000	0.099062
21	+	25	0.092313	1.000000	0.170370
22	+	25	0.044908	1.000000	0.082881
23	+	25	0.098080	1.000000	0.181014
24	+	25	0.045604	1.000000	0.084166
25	+	25	0.094776	1.000000	0.174916
26	+	25	0.051578	1.000000	0.095192
27	+	25	0.001700	0.099147	0.000311
28	+	25	0.055589	1.000000	0.102593
29	+	25	0.043891	1.000000	0.081004
30	+	25	0.005051	0.141243	0.001317
31	+	25	0.084332	1.000000	0.155642
32	+	25	0.043077	1.000000	0.079503
33	+	25	0.017110	0.928128	0.029308
34	+	25	0.029534	0.999976	0.054506
35	+	25	0.028429	0.999927	0.052465
36	+	25	0.017015	0.944968	0.029674
37	+	25	0.063652	1.000000	0.117475
38	+	25	0.052225	1.000000	0.096385
1	-	26	-0.002971	0.208951	-0.001146
2	-	26	-0.030391	0.436500	-0.024483
3	-	26	-0.031875	0.322032	-0.018945
4	+	26	0.022116	0.410856	0.016770
5	+	26	0.097251	0.000445	0.000080
6	+	26	0.040917	0.436853	0.032990
7	+	26	0.266817	0.000000	0.000000
8	-	26	-0.065272	0.317470	-0.038244
9	+	26	0.023458	0.234934	0.010171
10	-	26	-0.012418	0.176198	-0.004038
11	-	26	-0.000050	0.099239	-0.000009
12	+	26	0.053676	0.419220	0.041530
13	-	26	-0.004011	0.127084	-0.000941
14	+	26	0.031703	0.073268	0.004287
15	+	26	0.044033	0.040728	0.003310
16	+	26	0.056904	0.016248	0.001706
17	-	26	-0.045257	0.184089	-0.015376
18	-	26	-0.003475	0.302329	-0.001939
19	+	26	0.174826	0.000000	0.000000
20	+	26	0.130100	0.014241	0.003419
21	+	26	0.115332	0.015168	0.003229
22	+	26	0.039403	0.000566	0.000041
23	+	26	0.183568	0.067133	0.022744
24	+	26	0.310380	0.000000	0.000000
25	+	26	0.211667	0.205468	0.080266
26	+	26	0.515005	0.000000	0.000000
27	-	26	-0.148720	1.000000	-0.274474
28	+	26	0.216280	0.198742	0.079330
29	+	26	0.082074	0.000000	0.000000
30	+	26	0.184784	0.000002	0.000001
31	+	26	0.240246	0.534227	0.236873
32	+	26	0.116199	0.000000	0.000000
33	+	26	0.276175	0.000000	0.000000
34	+	26	0.276493	0.000000	0.000000
35	+	26	0.264353	0.000000	0.000000
36	-	26	-0.086354	0.986855	-0.157278
37	+	26	0.140102	0.018831	0.004869
38	+	26	0.341619	0.000000	0.000000
1	+	27	0.022563	0.231873	0.009656
2	+	27	0.019109	0.432923	0.015268
3	-	27	-0.079143	0.547064	-0.079906
4	-	27	-0.111173	0.490305	-0.100600
5	-	27	-0.105614	0.936085	-0.182460
6	+	27	0.013137	0.428876	0.010398
7	-	27	-0.032244	0.143272	-0.008526
8	+	27	0.000048	0.134089	0.000012
9	+	27	0.031747	0.259339	0.015195
10	-	27	-0.023125	0.163909	-0.006995
11	-	27	-0.026854	0.096314	-0.004773
12	-	27	-0.002107	0.401313	-0.001561
13	-	27	-0.014845	0.104078	-0.002851
14	-	27	-0.010214	0.157570	-0.002970
15	-	27	-0.006836	0.072680	-0.000917
16	-	27	-0.008712	0.077548	-0.001247
17	-	27	-0.246577	1.000000	-0.455078
18	-	27	-0.057124	0.342708	-0.036131
19	-	27	-0.022892	0.125261	-0.005292
20	+	27	0.250435	1.000000	0.462198
21	+	27	0.164045	0.998825	0.302402
22	-	27	-0.064833	0.543015	-0.064974
23	-	27	-0.012275	0.329897	-0.007474
24	-	27	-0.076436	0.796761	-0.112398
25	+	27	0.151499	0.996721	0.278687
26	-	27	-0.002926	0.133345	-0.000720
27	+	27	0.342318	1.000000	0.631775
28	+	27	0.307883	1.000000	0.568223
29	+	27	0.180203	1.000000	0.332579
30	-	27	-0.034537	0.149318	-0.009518
31	+	27	0.121888	0.969231	0.218033
32	+	27	0.031779	0.158417	0.009291
33	+	27	0.292553	1.000000	0.539929
34	+	27	0.004778	0.100892	0.000890
35	-	27	-0.007401	0.101303	-0.001384
36	-	27	-0.153800	0.999698	-0.283764
37	+	27	0.004257	0.301886	0.002372
38	+	27	0.032388	0.180736	0.010803
1	-	28	-0.014317	0.296353	-0.007831
2	-	28	-0.027767	0.495694	-0.025402
3	-	28	-0.014314	0.357558	-0.009446
4	-	28	-0.043035	0.558202	-0.044335
5	-	28	-0.015985	0.443795	-0.013093
6	-	28	-0.032321	0.512373	-0.030563
7	-	28	-0.026852	0.882268	-0.043722
8	-	28	-0.006271	0.080634	-0.000933
9	-	28	-0.016113	0.317577	-0.009444
10	-	28	-0.025446	0.821238	-0.038568
11	-	28	-0.009417	0.130236	-0.002264
12	-	28	-0.050204	0.599894	-0.055583
13	-	28	-0.020136	0.623082	-0.023155
14	-	28	-0.012397	0.196360	-0.004493
15	-	28	-0.014526	0.297229	-0.007969
16	-	28	-0.034427	0.999711	-0.063519
17	-	28	-0.004922	0.079050	-0.000718
18	-	28	-0.034403	0.468492	-0.029746
19	-	28	-0.035658	0.995370	-0.065504
20	+	28	0.175219	1.000000	0.323381
21	+	28	0.182682	1.000000	0.337154
22	+	28	0.025434	0.002852	0.000134
23	+	28	0.096751	1.000000	0.178562
24	+	28	0.017422	0.006448	0.000207
25	+	28	0.147131	1.000000	0.271541
26	+	28	0.047194	0.000397	0.000035
27	+	28	0.032827	0.183528	0.011119
28	+	28	0.153748	1.000000	0.283755
29	+	28	0.064979	0.045344	0.005438
30	-	28	-0.006082	0.205868	-0.002311
31	+	28	0.080105	0.999994	0.147839
32	+	28	0.037642	0.000777	0.000054
33	+	28	0.037507	0.062568	0.004331
34	+	28	0.006034	0.055671	0.000620
35	+	28	0.010707	0.018994	0.000375
36	+	28	0.014832	0.060773	0.001664
37	+	28	0.075680	0.999963	0.139668
38	+	28	0.038216	0.000042	0.000003
1	-	29	-0.031173	0.220098	-0.012663
2	-	29	-0.005447	0.430518	-0.004328
3	+	29	0.013378	0.079679	0.001967
4	+	29	0.015375	0.409486	0.011620
5	-	29	-0.013037	0.164108	-0.003948
6	+	29	0.075004	0.461026	0.063818
7	-	29	-0.017368	0.239701	-0.007684
8	-	29	-0.028658	0.094254	-0.004985
9	+	29	0.011312	0.227449	0.004748
10	+	29	0.178822	0.000317	0.000105
11	-	29	-0.056638	0.284773	-0.029767
12	-	29	-0.079801	0.444722	-0.065499
13	+	29	0.084355	0.000880	0.000137
14	-	29	-0.004467	0.145149	-0.001197
15	-	29	-0.014501	0.122888	-0.003289
16	-	29	-0.011924	0.127837	-0.002813
17	-	29	-0.317855	1.000000	-0.586626
18	+	29	0.025677	0.309513	0.014668
19	+	29	0.044964	0.005659	0.000470
20	+	29	0.042229	0.082361	0.006419
21	+	29	0.144661	0.233814	0.062424
22	+	29	0.207959	0.000000	0.000000
23	+	29	0.177431	0.551174	0.180489
24	+	29	0.103652	0.000000	0.000000
25	+	29	0.299316	0.999913	0.552364
26	+	29	0.102450	0.000000	0.000000
27	-	29	-0.072469	0.861584	-0.115234
28	+	29	0.172058	0.436267	0.138536
29	+	29	0.541835	1.000000	1.000000
30	-	29	-0.079033	0.985869	-0.143800
31	+	29	0.050851	0.089396	0.008390
32	+	29	0.336581	0.000000	0.000000
33	+	29	0.236552	0.007242	0.003162
34	+	29	0.094672	0.000199	0.000035
35	+	29	0.091539	0.000028	0.000005
36	-	29	-0.120161	0.999983	-0.221763
37	+	29	0.219228	0.928418	0.375640
38	+	29	0.218529	0.000000	0.000000
1	-	30	-0.047266	0.254692	-0.022218
2	+	30	0.055479	0.456420	0.046733
3	-	30	-0.038479	0.204499	-0.014523
4	+	30	0.071711	0.454503	0.060153
5	-	30	-0.044070	0.245040	-0.019930
6	+	30	0.061165	0.459112	0.051827
7	-	30	-0.003744	0.123319	-0.000852
8	-	30	-0.023430	0.098712	-0.004268
9	+	30	0.033114	0.252379	0.015424
10	-	30	-0.032286	0.180479	-0.010754
11	+	30	0.075976	0.594886	0.083415
12	+	30	0.051632	0.426477	0.040639
13	-	30	-0.017014	0.119126	-0.003741
14	+	30	0.015001	0.150991	0.004180
15	-	30	-0.001207	0.117334	-0.000261
16	+	30	0.002620	0.135206	0.000654
17	+	30	0.022976	0.112497	0.004770
18	-	30	-0.002565	0.303522	-0.001437
19	-	30	-0.001124	0.134560	-0.000279
20	-	30	-0.101197	0.883202	-0.164954
21	+	30	0.101399	0.957334	0.179155
22	-	30	-0.073544	0.808365	-0.109720
23	+	30	0.133812	0.996596	0.246121
24	-	30	-0.080555	0.906150	-0.134718
25	+	30	0.109819	0.976990	0.198017
26	+	30	0.063237	0.574166	0.067010
27	-	30	-0.104573	0.950425	-0.183431
28	+	30	0.124660	0.981501	0.225814
29	-	30	-0.073393	0.844444	-0.114383
30	+	30	0.500501	1.000000	0.923714
31	+	30	0.103187	0.958338	0.182505
32	-	30	-0.037919	0.228215	-0.015971
33	+	30	0.194961	1.000000	0.359815
34	+	30	0.096588	0.971751	0.173224
35	+	30	0.133296	0.999992	0.246007
36	+	30	0.111517	0.985014	0.202730
37	+	30	0.022251	0.316819	0.013010
38	+	30	0.087119	0.939647	0.151081
1	-	31	-0.043946	0.980318	-0.079510
2	-	31	-0.056592	0.939244	-0.098100
3	-	31	-0.045071	1.000000	-0.083182
4	-	31	-0.050731	0.918540	-0.086001
5	-	31	-0.042054	1.000000	-0.077613
6	-	31	-0.056716	0.940815	-0.098478
7	-	31	-0.047400	1.000000	-0.087481
8	-	31	-0.005013	0.094617	-0.000875
9	-	31	-0.066627	0.999978	-0.122963
10	-	31	-0.041327	1.000000	-0.076272
11	-	31	-0.006394	0.152546	-0.001800
12	-	31	-0.055693	0.952925	-0.097947
13	-	31	-0.039157	0.999999	-0.072268
14	-	31	-0.019868	0.956424	-0.035071
15	-	31	-0.028001	0.999467	-0.051650
16	-	31	-0.033528	0.999991	-0.061879
17	-	31	-0.009384	0.241400	-0.004181
18	-	31	-0.060985	0.996329	-0.112140
19	-	31	-0.046578	1.000000	-0.085963
20	+	31	0.062533	1.000000	0.115410
21	+	31	0.102718	1.000000	0.189574
22	+	31	0.047814	1.000000	0.088245
23	+	31	0.100897	1.000000	0.186214
24	+	31	0.047965	1.000000	0.088524
25	+	31	0.099844	1.000000	0.184269
26	+	31	0.054535	1.000000	0.100648
27	+	31	0.000332	0.102431	0.000063
28	+	31	0.056354	1.000000	0.104005
29	+	31	0.046041	1.000000	0.084972
30	+	31	0.004632	0.116055	0.000992
31	+	31	0.086384	1.000000	0.159428
32	+	31	0.044434	1.000000	0.082007
33	+	31	0.019072	0.934144	0.032880
34	+	31	0.028435	0.999775	0.052467
35	+	31	0.034413	0.999996	0.063512
36	+	31	0.008660	0.221094	0.003534
37	+	31	0.062825	1.000000	0.115949
38	+	31	0.055303	1.000000	0.102067
1	+	32	0.035684	0.227972	0.015014
2	+	32	0.079136	0.460985	0.067328
3	+	32	0.000295	0.110495	0.000060
4	+	32	0.071802	0.435602	0.057724
5	+	32	0.006979	0.091700	0.001181
6	+	32	0.020892	0.429498	0.016560
7	+	32	0.020033	0.041063	0.001518
8	-	32	-0.024258	0.075600	-0.003385
9	-	32	-0.088864	0.322080	-0.052823
10	+	32	0.153639	0.000037	0.000011
11	-	32	-0.033045	0.130826	-0.007979
12	+	32	0.037600	0.408684	0.028360
13	+	32	0.201186	0.000042	0.000016
14	+	32	0.001301	0.108839	0.000261
15	+	32	0.033113	0.077680	0.004747
16	+	32	0.061909	0.025726	0.002939
17	-	32	-0.297476	1.000000	-0.549016
18	+	32	0.030350	0.312101	0.017482
19	-	32	-0.020656	0.259726	-0.009901
20	+	32	0.228869	0.709495	0.299687
21	+	32	0.247161	0.897277	0.409297
22	+	32	0.133791	0.000000	0.000000
23	+	32	0.244673	0.877908	0.396430
24	+	32	0.152766	0.000000	0.000000
25	+	32	0.159151	0.138657	0.040727
26	+	32	0.159979	0.000000	0.000000
27	-	32	-0.059344	0.623427	-0.068280
28	-	32	-0.088516	0.972166	-0.158816
29	+	32	0.378122	0.000000	0.000000
30	-	32	-0.053001	0.706684	-0.069127
31	+	32	0.186617	0.285625	0.098374
32	+	32	0.480817	0.000000	0.000000
33	+	32	0.176486	0.000005	0.000002
34	+	32	0.267679	0.000000	0.000000
35	+	32	0.286699	0.000000	0.000000
36	-	32	-0.173003	1.000000	-0.319290
37	+	32	0.193216	0.325565	0.116095
38	+	32	0.070182	0.000001	0.000000
1	-	33	-0.019081	0.218460	-0.007693
2	-	33	-0.075324	0.472734	-0.065718
3	-	33	-0.154464	0.999997	-0.285075
4	+	33	0.041726	0.423644	0.032624
5	-	33	-0.124493	0.997353	-0.229154
6	-	33	-0.059242	0.454240	-0.049665
7	-	33	-0.022714	0.145499	-0.006099
8	-	33	-0.003421	0.137760	-0.000870
9	-	33	-0.020600	0.240086	-0.009128
10	-	33	-0.014999	0.103024	-0.002852
11	-	33	-0.003666	0.108362	-0.000733
12	-	33	-0.017505	0.403816	-0.013046
13	-	33	-0.013509	0.100998	-0.002518
14	+	33	0.024653	0.206274	0.009385
15	-	33	-0.026777	0.160701	-0.007942
16	-	33	-0.014959	0.091133	-0.002516
17	+	33	0.003985	0.086700	0.000638
18	-	33	-0.127005	0.493339	-0.115638
19	-	33	-0.017527	0.190139	-0.006150
20	+	33	0.028620	0.270380	0.014282
21	+	33	0.011868	0.314483	0.006888
22	-	33	-0.075264	0.895108	-0.124336
23	+	33	0.183338	0.999936	0.338344
24	-	33	-0.066645	0.732197	-0.090059
25	+	33	0.025762	0.353985	0.016831
26	+	33	0.085174	0.834352	0.131156
27	+	33	0.282424	1.000000	0.521236
28	+	33	0.030360	0.294476	0.016500
29	+	33	0.015542	0.125786	0.003608
30	+	33	0.151792	0.999995	0.280142
31	+	33	0.071158	0.693383	0.091060
32	+	33	0.020229	0.132931	0.004963
33	+	33	0.440056	1.000000	0.812159
34	+	33	0.200224	1.000000	0.369529
35	-	33	-0.008550	0.109534	-0.001728
36	+	33	0.065964	0.425430	0.051793
37	-	33	-0.092251	0.834262	-0.142038
38	+	33	0.187060	1.000000	0.345234
1	-	34	-0.008325	0.207562	-0.003189
2	-	34	-0.078651	0.476130	-0.069114
3	-	34	-0.005075	0.104541	-0.000979
4	+	34	0.030164	0.416154	0.023167
5	-	34	-0.018062	0.105113	-0.003504
6	+	34	0.119607	0.528879	0.116747
7	-	34	-0.013577	0.185582	-0.004650
8	-	34	-0.020350	0.085030	-0.003193
9	+	34	0.006811	0.226788	0.002851
10	-	34	-0.008594	0.102133	-0.001620
11	-	34	-0.004085	0.085393	-0.000644
12	-	34	-0.058178	0.429640	-0.046132
13	-	34	-0.013522	0.115652	-0.002886
14	-	34	-0.011685	0.149670	-0.003228
15	+	34	0.049582	0.372524	0.034089
16	-	34	-0.293205	1.000000	-0.541133
17	-	34	-0.025792	0.109821	-0.005228
18	-	34	-0.050517	0.333974	-0.031138
19	-	34	-0.017794	0.135101	-0.004437
20	+	34	0.040895	0.341865	0.025802
21	-	34	-0.010889	0.345596	-0.006945
22	+	34	0.057911	0.377145	0.040309
23	+	34	0.135786	0.994052	0.249114
24	-	34	-0.008030	0.117112	-0.001736
