Parent	Type	Child	Weight	Probability	Score
36	+	17	0.372088	1.000000	0.580714
37	-	17	-0.044844	0.346063	-0.024220
38	+	17	0.056798	0.670722	0.059456
1	+	18	0.114039	0.729233	0.129789
2	+	18	0.017204	0.098884	0.002655
3	-	18	-0.004503	0.079593	-0.000559
4	+	18	0.089392	0.405229	0.056535
5	+	18	0.044798	0.144221	0.010083
6	+	18	0.098222	0.547833	0.083980
7	+	18	0.014155	0.080819	0.001785
8	+	18	0.014168	0.074460	0.001646
9	+	18	0.044593	0.077635	0.005403
10	+	18	0.009740	0.121500	0.001847
11	-	18	-0.002865	0.092567	-0.000414
12	+	18	0.059975	0.159827	0.014960
13	+	18	0.043134	0.131994	0.008886
14	+	18	0.112073	0.430274	0.075260
15	+	18	0.016493	0.073699	0.001897
16	+	18	0.009104	0.406559	0.005777
17	-	18	-0.004735	0.082650	-0.000611
18	+	18	0.523081	1.000000	0.816367
19	+	18	0.016672	0.074240	0.001932
20	+	18	0.059484	0.003654	0.000339
21	-	18	-0.012011	0.207113	-0.003882
22	-	18	-0.075643	0.909340	-0.107352
23	+	18	0.049168	0.030489	0.002340
24	+	18	0.101596	0.515874	0.081797
25	+	18	0.052382	0.028268	0.002311
26	-	18	-0.035227	0.773645	-0.042534
27	-	18	-0.002300	0.125795	-0.000452
28	+	18	0.021589	0.041196	0.001388
29	-	18	-0.141898	1.000000	-0.221458
30	-	18	-0.061994	0.934918	-0.090456
31	+	18	0.034225	0.043391	0.002318
32	+	18	0.052864	0.037226	0.003071
33	+	18	0.078142	0.000367	0.000045
34	-	18	-0.013072	0.278710	-0.005686
35	-	18	-0.073195	0.894504	-0.102184
36	-	18	-0.037118	0.370048	-0.021437
37	+	18	0.107884	0.031338	0.005276
38	-	18	-0.016798	0.345378	-0.009055
1	+	19	0.075927	0.004554	0.000540
2	+	19	0.046733	0.067936	0.004955
3	+	19	0.066538	0.140248	0.014564
4	-	19	-0.001807	0.104522	-0.000295
5	+	19	0.005192	0.058169	0.000471
6	+	19	0.024197	0.076911	0.002904
7	+	19	0.293490	0.000000	0.000000
8	+	19	0.010160	0.064062	0.001016
9	+	19	0.034614	0.034881	0.001884
10	+	19	0.025844	0.067335	0.002716
11	+	19	0.002482	0.063395	0.000246
12	+	19	0.011311	0.084354	0.001489
13	+	19	0.103183	0.011606	0.001869
14	+	19	0.257844	0.000000	0.000000
15	+	19	0.254355	0.000000	0.000000
16	+	19	0.546655	0.986093	0.841294
17	+	19	0.064317	0.134457	0.013497
18	-	19	-0.002174	0.108426	-0.000368
19	+	19	0.432249	0.937520	0.632458
20	+	19	0.095769	0.000000	0.000000
21	+	19	0.067782	0.000318	0.000034
22	+	19	0.134754	0.000328	0.000069
23	-	19	-0.020404	0.361519	-0.011512
24	-	19	-0.028526	0.287482	-0.012799
25	+	19	0.029775	0.014482	0.000673
26	+	19	0.141136	0.000000	0.000000
27	-	19	-0.002789	0.143255	-0.000624
28	+	19	0.045786	0.000363	0.000026
29	+	19	0.053142	0.002606	0.000216
30	-	19	-0.024219	0.289984	-0.010961
31	+	19	0.006805	0.078027	0.000829
32	+	19	0.116567	0.000000	0.000000
33	+	19	0.146822	0.000000	0.000000
34	+	19	0.131771	0.000000	0.000000
35	+	19	0.069755	0.030118	0.003279
36	+	19	0.070488	0.002197	0.000242
37	-	19	-0.091959	0.999170	-0.143401
38	+	19	0.166307	0.000000	0.000000
1	+	20	0.190984	0.000002	0.000001
2	+	20	0.024968	0.054287	0.002115
3	+	20	0.016034	0.099473	0.002489
4	-	20	-0.011993	0.158204	-0.002961
5	-	20	-0.165785	0.987569	-0.255522
6	-	20	-0.038150	0.401993	-0.023935
7	+	20	0.111626	0.000000	0.000000
8	-	20	-0.007283	0.145958	-0.001659
9	+	20	0.147743	0.000004	0.000001
10	-	20	-0.143725	1.000000	-0.224310
11	-	20	-0.110934	0.999642	-0.173071
12	-	20	-0.029070	0.270919	-0.012291
13	+	20	0.015131	0.065420	0.001545
14	-	20	-0.112358	1.000000	-0.175356
15	-	20	-0.000670	0.114220	-0.000119
16	-	20	-0.078796	0.467117	-0.057444
17	-	20	-0.039181	0.185194	-0.011325
18	+	20	0.023090	0.037866	0.001365
19	+	20	0.049055	0.000048	0.000004
20	+	20	0.640742	1.000000	1.000000
21	+	20	0.199907	0.000000	0.000000
22	+	20	0.263920	0.010233	0.004215
23	+	20	0.087122	0.000000	0.000000
24	-	20	-0.086299	0.997843	-0.134396
25	+	20	0.046338	0.000084	0.000006
26	+	20	0.227984	0.000000	0.000000
27	+	20	0.086090	0.000000	0.000000
28	+	20	0.478573	0.000000	0.000000
29	-	20	-0.023882	0.874365	-0.032590
30	-	20	-0.022506	0.769121	-0.027016
31	+	20	0.047707	0.000097	0.000007
32	+	20	0.215713	0.000000	0.000000
33	+	20	0.026769	0.000007	0.000000
34	+	20	0.089737	0.000000	0.000000
35	+	20	0.087439	0.005367	0.000732
36	-	20	-0.016924	0.306499	-0.008096
37	+	20	0.208112	0.000000	0.000000
38	+	20	0.140147	0.000000	0.000000
1	-	21	-0.000142	0.088756	-0.000020
2	+	21	0.011970	0.163157	0.003048
3	-	21	-0.006445	0.049738	-0.000500
4	+	21	0.013925	0.172695	0.003753
5	+	21	0.000820	0.046922	0.000060
6	+	21	0.010529	0.154804	0.002544
7	-	21	-0.038193	0.289145	-0.017235
8	-	21	-0.011687	0.112774	-0.002057
9	-	21	-0.005602	0.091422	-0.000799
10	+	21	0.000954	0.058897	0.000088
11	-	21	-0.002543	0.055362	-0.000220
12	+	21	0.011107	0.156288	0.002709
13	-	21	-0.016534	0.131159	-0.003385
14	-	21	-0.010880	0.109566	-0.001860
15	-	21	-0.001466	0.140707	-0.000322
16	-	21	-0.097892	0.556739	-0.085058
17	-	21	-0.012598	0.086216	-0.001695
18	-	21	-0.005812	0.122602	-0.001112
19	-	21	-0.002623	0.138192	-0.000566
20	+	21	0.016125	0.135934	0.003421
21	+	21	0.248745	1.000000	0.388215
22	-	21	-0.013126	0.107574	-0.002204
23	+	21	0.277432	1.000000	0.432986
24	+	21	0.021347	0.142075	0.004733
25	+	21	0.223340	1.000000	0.348565
26	-	21	-0.021084	0.205846	-0.006773
27	-	21	-0.025520	0.203774	-0.008116
28	-	21	-0.002549	0.111072	-0.000442
29	+	21	0.013411	0.107709	0.002254
30	-	21	-0.000207	0.089950	-0.000029
31	+	21	0.233368	1.000000	0.364216
32	-	21	-0.043760	0.501219	-0.034231
33	-	21	-0.023418	0.191194	-0.006988
34	+	21	0.074567	0.992054	0.115451
35	-	21	-0.015772	0.234077	-0.005762
36	-	21	-0.019834	0.143072	-0.004429
37	+	21	0.109893	0.999999	0.171509
38	+	21	0.066738	0.964333	0.100442
1	+	22	0.009149	0.140085	0.002000
2	-	22	-0.001987	0.105048	-0.000326
3	+	22	0.147754	0.999993	0.230597
4	-	22	-0.001537	0.103159	-0.000247
5	+	22	0.032105	0.191600	0.009600
6	-	22	-0.003441	0.108978	-0.000585
7	+	22	0.004459	0.110294	0.000768
8	+	22	0.002153	0.095996	0.000323
9	+	22	0.003121	0.107154	0.000522
10	+	22	0.034130	0.353870	0.018850
11	-	22	-0.004277	0.108633	-0.000725
12	+	22	0.002901	0.096190	0.000436
13	-	22	-0.001681	0.104571	-0.000274
14	+	22	0.004241	0.135025	0.000894
15	-	22	-0.004844	0.124469	-0.000941
16	+	22	0.178874	0.836918	0.233640
17	+	22	0.020333	0.154478	0.004902
18	+	22	0.002061	0.084600	0.000272
19	+	22	0.026346	0.258855	0.010644
20	+	22	0.055284	0.977584	0.084347
21	-	22	-0.019988	0.182805	-0.005703
22	+	22	0.441615	1.000000	0.689224
23	-	22	-0.017936	0.167309	-0.004683
24	+	22	0.147833	1.000000	0.230721
25	-	22	-0.025839	0.244825	-0.009873
26	+	22	0.004043	0.130949	0.000826
27	+	22	0.015641	0.145054	0.003541
28	+	22	0.020987	0.187519	0.006142
29	+	22	0.128963	1.000000	0.201272
30	-	22	-0.073866	0.992696	-0.114440
31	-	22	-0.002795	0.118586	-0.000517
32	-	22	-0.045568	0.675112	-0.048012
33	-	22	-0.063400	0.983707	-0.097336
34	-	22	-0.036979	0.482095	-0.027823
35	+	22	0.147124	1.000000	0.229614
36	+	22	0.085967	0.999799	0.134141
37	+	22	0.003569	0.108819	0.000606
38	+	22	0.062313	0.994946	0.096759
1	-	23	-0.007206	0.092779	-0.001043
2	+	23	0.012678	0.166075	0.003286
3	-	23	-0.003438	0.044641	-0.000239
4	+	23	0.013755	0.172280	0.003698
5	+	23	0.005869	0.053398	0.000489
6	+	23	0.011649	0.159682	0.002903
7	-	23	-0.020900	0.156177	-0.005094
8	-	23	-0.008263	0.102961	-0.001328
9	-	23	-0.000077	0.100106	-0.000012
10	+	23	0.003367	0.073949	0.000389
11	+	23	0.002469	0.058418	0.000225
12	+	23	0.012896	0.165027	0.003321
13	-	23	-0.009095	0.116667	-0.001656
14	-	23	-0.005117	0.088146	-0.000704
15	+	23	0.002024	0.114133	0.000361
16	+	23	0.019490	0.412739	0.012555
17	-	23	-0.007436	0.067906	-0.000788
18	-	23	-0.002296	0.125282	-0.000449
19	+	23	0.004027	0.121241	0.000762
20	-	23	-0.003955	0.111419	-0.000688
21	+	23	0.242225	1.000000	0.378038
22	-	23	-0.009235	0.100090	-0.001443
23	+	23	0.260542	1.000000	0.406626
24	+	23	0.032355	0.209670	0.010587
25	+	23	0.223795	1.000000	0.349275
26	-	23	-0.022548	0.208397	-0.007333
27	-	23	-0.022590	0.177827	-0.006270
28	+	23	0.040768	0.429000	0.027295
29	+	23	0.028560	0.196972	0.008780
30	+	23	0.012552	0.108118	0.002118
31	+	23	0.243944	1.000000	0.380721
32	-	23	-0.048112	0.627209	-0.047096
33	-	23	-0.009496	0.117303	-0.001739
34	+	23	0.029028	0.262042	0.011872
35	+	23	0.040502	0.451459	0.028537
36	-	23	-0.018427	0.132029	-0.003797
37	+	23	0.113736	1.000000	0.177507
38	+	23	0.035613	0.386747	0.021496
1	-	24	-0.060314	0.999960	-0.094128
2	-	24	-0.008188	0.131393	-0.001679
3	-	24	-0.009644	0.150914	-0.002272
4	-	24	-0.006178	0.120363	-0.001161
5	+	24	0.003290	0.153678	0.000789
6	-	24	-0.005441	0.119987	-0.001019
7	-	24	-0.020788	0.541072	-0.017554
8	-	24	-0.010520	0.219623	-0.003606
9	-	24	-0.062024	0.999966	-0.096798
10	-	24	-0.006865	0.085333	-0.000914
11	-	24	-0.048902	0.983825	-0.075086
12	-	24	-0.006801	0.117665	-0.001249
13	-	24	-0.012290	0.182808	-0.003506
14	-	24	-0.012182	0.207764	-0.003950
15	-	24	-0.007017	0.261824	-0.002867
16	-	24	-0.116472	0.754047	-0.137069
17	-	24	-0.001869	0.084748	-0.000247
18	-	24	-0.006704	0.133350	-0.001395
19	-	24	-0.023691	0.644048	-0.023813
20	+	24	0.004387	0.065932	0.000451
21	+	24	0.010027	0.047979	0.000751
22	+	24	0.134801	1.000000	0.210383
23	+	24	0.016334	0.026572	0.000677
24	+	24	0.479740	1.000000	0.748726
25	+	24	0.020401	0.017337	0.000552
26	+	24	0.029811	0.000053	0.000002
27	+	24	0.067181	0.000001	0.000000
28	+	24	0.004420	0.067076	0.000463
29	+	24	0.004298	0.073012	0.000490
30	-	24	-0.025079	0.938710	-0.036742
31	+	24	0.011407	0.043042	0.000766
32	+	24	0.054566	0.000163	0.000014
33	+	24	0.021308	0.002751	0.000091
34	+	24	0.078362	0.000000	0.000000
35	+	24	0.010466	0.153586	0.002509
36	+	24	0.040064	0.023720	0.001483
37	+	24	0.051682	0.000473	0.000038
38	+	24	0.024265	0.000245	0.000009
1	-	25	-0.031268	0.777346	-0.037934
2	+	25	0.038079	0.008533	0.000507
3	-	25	-0.005490	0.049257	-0.000422
4	+	25	0.054437	0.003054	0.000259
5	-	25	-0.001563	0.049961	-0.000122
6	+	25	0.072816	0.001197	0.000136
7	-	25	-0.051344	0.999148	-0.080065
8	-	25	-0.016769	0.404435	-0.010584
9	+	25	0.014775	0.021630	0.000499
10	-	25	-0.001616	0.068424	-0.000173
11	-	25	-0.002260	0.058651	-0.000207
12	+	25	0.061803	0.002457	0.000237
13	-	25	-0.037796	0.885375	-0.052226
14	-	25	-0.009638	0.211561	-0.003182
15	+	25	0.000981	0.091285	0.000140
16	-	25	-0.085632	0.549024	-0.073374
17	-	25	-0.013128	0.099639	-0.002041
18	+	25	0.016983	0.023830	0.000632
19	+	25	0.042467	0.000001	0.000000
20	+	25	0.009327	0.006740	0.000098
21	+	25	0.247909	0.000000	0.000000
22	+	25	0.000771	0.089770	0.000108
23	+	25	0.343213	0.998500	0.534846
24	+	25	0.040403	0.004060	0.000256
25	+	25	0.466356	1.000000	0.727837
26	+	25	0.025792	0.000000	0.000000
27	+	25	0.012005	0.002196	0.000041
28	+	25	0.105358	0.000000	0.000000
29	+	25	0.029038	0.001078	0.000049
30	+	25	0.010255	0.031421	0.000503
31	+	25	0.409620	1.000000	0.639289
32	-	25	-0.023277	0.971632	-0.035297
33	+	25	0.032938	0.000000	0.000000
34	+	25	0.053052	0.000000	0.000000
35	+	25	0.034610	0.009825	0.000531
36	-	25	-0.011572	0.288921	-0.005218
37	+	25	0.169373	0.000000	0.000000
38	+	25	0.094523	0.000000	0.000000
1	-	26	-0.009328	0.205695	-0.002994
2	-	26	-0.001340	0.112047	-0.000234
3	-	26	-0.016418	0.062184	-0.001593
4	-	26	-0.050358	0.329245	-0.025877
5	-	26	-0.007469	0.073072	-0.000852
6	-	26	-0.018267	0.149204	-0.004254
7	+	26	0.124365	0.000000	0.000000
8	-	26	-0.035551	0.314115	-0.017428
9	-	26	-0.039960	0.366503	-0.022857
10	-	26	-0.011462	0.077315	-0.001383
11	-	26	-0.022951	0.123386	-0.004420
12	-	26	-0.054218	0.355817	-0.030108
13	-	26	-0.041954	0.360869	-0.023629
14	-	26	-0.001896	0.163930	-0.000485
15	+	26	0.043868	0.002268	0.000155
16	-	26	-0.022759	0.410176	-0.014569
17	-	26	-0.015983	0.100405	-0.002504
18	-	26	-0.059222	0.518191	-0.047895
19	+	26	0.081046	0.000023	0.000003
20	+	26	0.317214	0.000000	0.000000
21	+	26	0.160679	0.000001	0.000000
22	+	26	0.002959	0.091458	0.000422
23	+	26	0.016022	0.042694	0.001068
24	+	26	0.165741	0.013170	0.003407
25	+	26	0.089977	0.000105	0.000015
26	+	26	0.530723	0.000000	0.000000
27	+	26	0.081934	0.000001	0.000000
28	+	26	0.130881	0.000000	0.000000
29	+	26	0.039154	0.013275	0.000811
30	+	26	0.126318	0.000034	0.000007
31	+	26	0.004563	0.093329	0.000665
32	+	26	0.270421	0.000000	0.000000
33	+	26	0.325456	0.000000	0.000000
34	+	26	0.298137	0.000000	0.000000
35	+	26	0.291186	0.985254	0.447749
36	+	26	0.111407	0.000596	0.000104
37	-	26	-0.012462	0.278802	-0.005423
38	+	26	0.374864	0.000000	0.000000
1	+	27	0.026268	0.056085	0.002299
2	-	27	-0.029681	0.176674	-0.008184
3	-	27	-0.023561	0.071176	-0.002617
4	-	27	-0.030408	0.177187	-0.008409
5	+	27	0.006084	0.083297	0.000791
6	-	27	-0.011812	0.135107	-0.002491
7	+	27	0.018354	0.048565	0.001391
8	+	27	0.056872	0.011351	0.001007
9	+	27	0.018418	0.074800	0.002150
10	-	27	-0.012680	0.127409	-0.002521
11	-	27	-0.131944	0.974861	-0.200746
12	-	27	-0.019487	0.140230	-0.004265
13	-	27	-0.013280	0.184627	-0.003827
14	-	27	-0.029796	0.213868	-0.009945
15	-	27	-0.012147	0.198517	-0.003764
16	-	27	-0.134016	0.492311	-0.102970
17	-	27	-0.273268	1.000000	-0.426487
18	-	27	-0.003389	0.126152	-0.000667
19	+	27	0.009656	0.078312	0.001180
20	+	27	0.343002	0.000000	0.000000
21	+	27	0.065274	0.003067	0.000312
22	-	27	-0.025850	0.221546	-0.008938
23	+	27	0.061012	0.004078	0.000388
24	+	27	0.227011	0.333119	0.118022
25	+	27	0.129569	0.000045	0.000009
26	+	27	0.219773	0.000000	0.000000
27	+	27	0.418735	0.000000	0.000000
28	+	27	0.310027	0.000000	0.000000
29	+	27	0.215357	0.000027	0.000009
30	-	27	-0.070005	0.972905	-0.106296
31	+	27	0.086135	0.000950	0.000128
32	+	27	0.295215	0.000000	0.000000
33	+	27	0.035292	0.005824	0.000321
34	+	27	0.155410	0.000000	0.000000
35	+	27	0.085466	0.055206	0.007364
36	-	27	-0.034136	0.634991	-0.033829
37	+	27	0.249594	0.000000	0.000000
38	+	27	0.198684	0.000000	0.000000
1	+	28	0.165648	0.000004	0.000001
2	-	28	-0.072087	0.870766	-0.097966
3	+	28	0.012022	0.093902	0.001762
4	+	28	0.033940	0.043667	0.002313
5	-	28	-0.140000	0.936692	-0.204664
6	-	28	-0.054768	0.659480	-0.056370
7	+	28	0.056482	0.000011	0.000001
8	+	28	0.027333	0.009648	0.000412
9	+	28	0.153621	0.000008	0.000002
10	-	28	-0.140571	1.000000	-0.219388
11	-	28	-0.116302	0.999961	-0.181504
12	+	28	0.019904	0.061526	0.001911
13	+	28	0.003377	0.100037	0.000527
14	-	28	-0.096850	0.999995	-0.151152
15	+	28	0.092661	0.000000	0.000000
16	-	28	-0.005738	0.406526	-0.003641
17	-	28	-0.029725	0.137277	-0.006368
18	+	28	0.018996	0.045571	0.001351
19	+	28	0.012807	0.027148	0.000543
20	+	28	0.553258	1.000000	0.863465
21	+	28	0.007769	0.048587	0.000589
22	+	28	0.222533	0.000992	0.000344
23	+	28	0.200720	0.000000	0.000000
24	-	28	-0.097860	0.999346	-0.152629
25	+	28	0.020925	0.006963	0.000227
26	+	28	0.151924	0.000000	0.000000
27	+	28	0.181990	0.000000	0.000000
28	+	28	0.516482	0.990302	0.798252
29	-	28	-0.027977	0.935672	-0.040855
30	-	28	-0.024675	0.844789	-0.032533
31	+	28	0.162235	0.000000	0.000000
32	+	28	0.171944	0.000000	0.000000
33	+	28	0.015866	0.000788	0.000020
34	+	28	0.201790	0.000000	0.000000
35	+	28	0.156298	0.022965	0.005602
36	-	28	-0.012272	0.224441	-0.004299
37	+	28	0.185396	0.000000	0.000000
38	+	28	0.102420	0.000000	0.000000
1	-	29	-0.141891	0.999859	-0.221417
2	-	29	-0.005823	0.110029	-0.001000
3	-	29	-0.001233	0.161004	-0.000310
4	-	29	-0.011137	0.107515	-0.001869
5	-	29	-0.118966	0.651694	-0.120999
6	-	29	-0.006676	0.110589	-0.001152
7	-	29	-0.025709	0.146058	-0.005860
8	-	29	-0.013964	0.118318	-0.002579
9	-	29	-0.177896	1.000000	-0.277641
10	+	29	0.014768	0.179526	0.004138
11	-	29	-0.025682	0.103653	-0.004155
12	-	29	-0.013805	0.105410	-0.002271
13	-	29	-0.027827	0.170028	-0.007384
14	-	29	-0.033901	0.179949	-0.009521
15	-	29	-0.025801	0.137091	-0.005520
16	-	29	-0.009857	0.407131	-0.006263
17	-	29	-0.219743	1.000000	-0.342951
18	-	29	-0.086358	0.715590	-0.096446
19	-	29	-0.027826	0.194632	-0.008452
20	-	29	-0.050198	0.475080	-0.037220
21	+	29	0.057327	0.408449	0.036544
22	+	29	0.341716	1.000000	0.533313
23	+	29	0.030907	0.174771	0.008430
24	-	29	-0.158762	0.999194	-0.247578
25	+	29	0.053593	0.357698	0.029919
26	+	29	0.060594	0.494878	0.046800
27	+	29	0.085894	0.866409	0.116146
28	-	29	-0.055637	0.610974	-0.053052
29	+	29	0.504202	1.000000	0.786903
30	-	29	-0.036640	0.179114	-0.010242
31	+	29	0.019342	0.137242	0.004143
32	+	29	0.154783	1.000000	0.241568
33	+	29	0.122314	0.998729	0.190652
34	+	29	0.032705	0.201372	0.010278
35	+	29	0.129243	0.987183	0.199123
36	-	29	-0.079377	0.838600	-0.103889
37	-	29	-0.064190	0.567815	-0.056884
38	+	29	0.140001	0.999981	0.218495
1	-	30	-0.064328	0.211516	-0.021235
2	-	30	-0.010661	0.106141	-0.001766
3	-	30	-0.013737	0.058657	-0.001258
4	-	30	-0.017213	0.109314	-0.002937
5	-	30	-0.143446	0.544201	-0.121833
6	-	30	-0.024930	0.118424	-0.004608
7	-	30	-0.058167	0.255406	-0.023186
8	-	30	-0.234838	1.000000	-0.366509
9	-	30	-0.130991	0.890598	-0.182070
10	-	30	-0.003561	0.064510	-0.000359
11	-	30	-0.032503	0.165811	-0.008411
12	-	30	-0.063270	0.222806	-0.022001
13	-	30	-0.049414	0.162600	-0.012540
14	-	30	-0.075364	0.306003	-0.035992
15	-	30	-0.058271	0.226727	-0.020619
16	+	30	0.056327	0.424374	0.037306
17	-	30	-0.005867	0.116313	-0.001065
18	-	30	-0.121655	0.777110	-0.147546
19	-	30	-0.058805	0.253723	-0.023286
20	-	30	-0.022854	0.141938	-0.005063
21	+	30	0.018805	0.130363	0.003826
22	-	30	-0.006011	0.101271	-0.000950
23	+	30	0.006866	0.122941	0.001317
24	-	30	-0.219592	0.999619	-0.342585
25	-	30	-0.004432	0.124193	-0.000859
26	+	30	0.230223	0.999999	0.359307
27	-	30	-0.073038	0.623470	-0.071069
28	-	30	-0.058729	0.320872	-0.029410
29	+	30	0.029771	0.116811	0.005427
30	+	30	0.412229	1.000000	0.643362
31	-	30	-0.063264	0.295594	-0.029186
32	-	30	-0.066899	0.319293	-0.033337
33	+	30	0.261009	1.000000	0.407354
34	+	30	0.180697	0.998908	0.281705
35	+	30	0.456255	1.000000	0.712073
36	+	30	0.224327	0.999998	0.350105
37	-	30	-0.088895	0.604436	-0.083858
38	+	30	0.219163	0.999994	0.342044
1	-	31	-0.018132	0.165049	-0.004671
2	+	31	0.008971	0.147923	0.002071
3	+	31	0.004556	0.068518	0.000487
4	+	31	0.010957	0.158535	0.002711
5	-	31	-0.013046	0.068201	-0.001389
6	+	31	0.015694	0.185815	0.004551
7	-	31	-0.001070	0.135039	-0.000225
8	-	31	-0.000582	0.094434	-0.000086
9	+	31	0.001236	0.094356	0.000182
10	-	31	-0.000274	0.058433	-0.000025
11	-	31	-0.005149	0.066354	-0.000533
12	+	31	0.020357	0.220606	0.007009
13	-	31	-0.018580	0.160527	-0.004655
14	-	31	-0.011195	0.113733	-0.001987
15	-	31	-0.003758	0.121164	-0.000711
16	+	31	0.027488	0.422456	0.018123
17	-	31	-0.008748	0.078513	-0.001072
18	-	31	-0.003037	0.111184	-0.000527
19	-	31	-0.008850	0.112451	-0.001553
20	-	31	-0.061039	0.981287	-0.093481
21	+	31	0.171953	1.000000	0.268365
22	+	31	0.042382	0.406678	0.026900
23	+	31	0.199499	1.000000	0.311356
24	-	31	-0.034158	0.239433	-0.012764
25	+	31	0.250630	1.000000	0.391156
26	+	31	0.059836	0.961204	0.089763
27	+	31	0.028238	0.229573	0.010118
28	+	31	0.005564	0.117406	0.001019
29	+	31	0.005721	0.096137	0.000858
30	-	31	-0.010721	0.107792	-0.001804
31	+	31	0.319468	1.000000	0.498590
32	-	31	-0.057016	0.930795	-0.082826
33	-	31	-0.022288	0.195946	-0.006816
34	+	31	0.038703	0.482997	0.029175
35	+	31	0.074636	0.944239	0.109989
36	-	31	-0.020783	0.153611	-0.004983
37	+	31	0.079500	0.997258	0.123734
38	+	31	0.006766	0.129854	0.001371
1	+	32	0.012732	0.073150	0.001454
2	-	32	-0.156129	0.999620	-0.243576
3	-	32	-0.095944	0.719011	-0.107664
4	-	32	-0.178680	0.999983	-0.278859
5	+	32	0.011372	0.115333	0.002047
6	-	32	-0.235908	1.000000	-0.368180
7	+	32	0.059882	0.000179	0.000017
8	-	32	-0.009771	0.158190	-0.002412
9	+	32	0.012020	0.077342	0.001451
10	+	32	0.009551	0.118462	0.001766
11	-	32	-0.093774	0.909656	-0.133130
12	-	32	-0.252107	1.000000	-0.393461
13	+	32	0.079708	0.012502	0.001555
14	-	32	-0.020155	0.221409	-0.006965
15	+	32	0.099971	0.000000	0.000000
16	-	32	-0.139584	0.539144	-0.117451
17	-	32	-0.307756	1.000000	-0.480312
18	-	32	-0.017700	0.140977	-0.003894
19	+	32	0.003421	0.093247	0.000498
20	+	32	0.227964	0.000000	0.000000
21	+	32	0.032644	0.006798	0.000346
22	-	32	-0.109002	0.999766	-0.170079
23	+	32	0.031364	0.007193	0.000352
24	+	32	0.327686	0.999991	0.511412
25	+	32	0.034331	0.004185	0.000224
26	+	32	0.239422	0.000000	0.000000
27	+	32	0.134501	0.000000	0.000000
28	+	32	0.224605	0.000000	0.000000
29	+	32	0.350254	0.754968	0.412694
30	-	32	-0.036183	0.815869	-0.046072
31	+	32	0.030328	0.009672	0.000458
32	+	32	0.572475	1.000000	0.893456
33	+	32	0.095650	0.000000	0.000000
34	+	32	0.320232	0.000000	0.000000
35	+	32	0.078060	0.022328	0.002720
36	+	32	0.011881	0.079283	0.001470
37	+	32	0.060002	0.000300	0.000028
38	+	32	0.144937	0.000000	0.000000
1	-	33	-0.180327	0.999840	-0.281390
2	-	33	-0.002704	0.104692	-0.000442
3	-	33	-0.097084	0.369698	-0.056016
4	-	33	-0.036434	0.125465	-0.007134
5	-	33	-0.008708	0.062242	-0.000846
6	+	33	0.010559	0.131156	0.002161
7	-	33	-0.005485	0.158372	-0.001356
8	-	33	-0.043445	0.161163	-0.010927
9	-	33	-0.029371	0.119762	-0.005490
10	-	33	-0.001023	0.092182	-0.000147
11	-	33	-0.001907	0.097714	-0.000291
12	-	33	-0.038762	0.125998	-0.007622
13	-	33	-0.003697	0.076510	-0.000441
14	+	33	0.048095	0.320959	0.024092
15	-	33	-0.015620	0.138480	-0.003376
16	+	33	0.098982	0.455157	0.070312
17	-	33	-0.036422	0.106392	-0.006048
18	+	33	0.009716	0.152353	0.002310
19	-	33	-0.007402	0.155882	-0.001801
20	-	33	-0.149845	0.999141	-0.233661
21	+	33	0.068637	0.286030	0.030640
22	-	33	-0.204262	0.999915	-0.318763
23	-	33	-0.029201	0.144009	-0.006563
24	+	33	0.003585	0.118704	0.000664
25	+	33	0.210075	0.999995	0.327860
26	+	33	0.197260	0.999999	0.307862
27	-	33	-0.084266	0.575087	-0.075631
28	-	33	-0.015827	0.127032	-0.003138
29	+	33	0.126733	0.898376	0.177690
30	+	33	0.141328	0.970247	0.214007
31	-	33	-0.045423	0.174583	-0.012377
32	+	33	0.017772	0.109627	0.003041
33	+	33	0.514973	1.000000	0.803714
34	+	33	0.122659	0.947211	0.181326
35	+	33	0.303424	0.999998	0.473551
36	-	33	-0.084362	0.362586	-0.047739
37	+	33	0.326147	1.000000	0.509014
38	+	33	0.185281	0.999989	0.289163
1	-	34	-0.010476	0.150677	-0.002464
2	-	34	-0.047546	0.228230	-0.016936
3	-	34	-0.012893	0.056284	-0.001133
4	+	34	0.001189	0.105714	0.000196
5	+	34	0.005627	0.064775	0.000569
6	-	34	-0.028366	0.152168	-0.006737
7	+	34	0.053586	0.016568	0.001386
8	-	34	-0.053795	0.532828	-0.044735
9	-	34	-0.003303	0.141949	-0.000732
10	-	34	-0.005282	0.079278	-0.000654
11	-	34	-0.007394	0.095580	-0.001103
12	+	34	0.011989	0.111885	0.002093
13	-	34	-0.020622	0.189442	-0.006097
14	-	34	-0.012220	0.215257	-0.004105
15	+	34	0.096884	0.003430	0.000519
16	+	34	0.111109	0.475076	0.082382
17	-	34	-0.020882	0.081100	-0.002643
18	-	34	-0.051236	0.309747	-0.024768
19	+	34	0.049181	0.019005	0.001459
20	+	34	0.170041	0.000318	0.000084
21	-	34	-0.028978	0.339978	-0.015376
22	-	34	-0.015388	0.137639	-0.003305
23	+	34	0.094930	0.014916	0.002210
24	+	34	0.117068	0.148029	0.027046
25	+	34	0.008503	0.094892	0.001259
26	+	34	0.302379	0.000025	0.000012
27	-	34	-0.071553	0.994189	-0.111023
